COD_INE,ID_REL,COD_GEO,COD_PROV,PROVINCIA,NOMBRE_ACTUAL,POBLACION_MUNI,SUPERFICIE,PERIMETRO,COD_INE_CAPITAL,CAPITAL,POBLACION_CAPITAL,HOJA_MTN25_ETRS89,LONGITUD_ETRS89,LATITUD_ETRS89,ORIGENCOOR,ALTITUD,ORIGENALTITUD
49093000000,1490935,49252,49,Zamora,Guarrate,334,3160.2356,39154,49093000101,Guarrate,328,0426-1,-5.44111419,41.28926527,Mapa,735,MDT5
49094000000,1490940,49255,49,Zamora,Hermisende,253,10870.27,47596,49094000301,Hermisende,88,0304-2,-6.89309018,41.96993401,Mapa,853,MDT5
49095000000,1490953,49258,49,Zamora,La Hiniesta,326,3314.7101,30524,49095000101,La Hiniesta,300,0369-3,-5.79869771,41.55247939,Mapa,692,MDT5
49096000000,1490966,49261,49,Zamora,Jambrina,170,1663.6881,18617,49096000101,Jambrina,170,0397-4,-5.66461413,41.39373402,Mapa,706,MDT5
49097000000,1490972,49264,49,Zamora,Justel,89,5090.3388,29952,49097000101,Justel,40,0268-2,-6.29636393,42.14843384,Mapa,984,MDT5
49098000000,1490988,49267,49,Zamora,Losacino,224,4422.7208,28271,49098000201,Losacino,46,0339-3,-6.07961835,41.68086303,Mapa,698,MDT5
49099000000,1490991,49270,49,Zamora,Losacio,109,2167.3062,19818,49099000101,Losacio,107,0339-3,-6.03979345,41.71100327,Mapa,756,MDT5
49100000000,1491005,49273,49,Zamora,Lubián,313,9446.27,42570,49100000501,Lubián,166,0266-4,-6.90602702,42.03546474,Mapa,1030,MDT5
49101000000,1491012,49276,49,Zamora,Luelmo,158,3633.7024,28436,49101000101,Luelmo,131,0396-1,-6.13474539,41.43972004,Mapa,773,MDT5
49102000000,1491027,49279,49,Zamora,El Maderal,200,2971.4509,22428,49102000101,El Maderal,195,0425-2,-5.62355508,41.28277261,Mapa,840,MDT5
49103000000,1491033,49282,49,Zamora,Madridanos,472,3209.6857,26056,49103000201,Madridanos,441,0397-2,-5.60474823,41.47886507,Mapa,647,MDT5
49104000000,1491048,49285,49,Zamora,Mahide,334,10886.5826,51860,49104000201,Mahide,110,0306-3,-6.37721341,41.86906426,Mapa,824,MDT5
49105000000,1491051,49288,49,Zamora,Maire de Castroponce,152,1442.9189,17526,49105000101,Maire de Castroponce,152,0270-1,-5.78478958,42.11180306,Mapa,740,MDT5
49107000000,1491070,49291,49,Zamora,Malva,136,2733.2,26600,49107000101,Malva,136,0370-1,-5.48844753,41.65346287,Mapa,713,MDT5
49108000000,1491086,49294,49,Zamora,Manganeses de la Lampreana,498,6002.0322,38505,49108000101,Manganeses de la Lampreana,372,0340-1,-5.7105398,41.75200564,Mapa,703,MDT5
49109000000,1491099,49297,49,Zamora,Manganeses de la Polvorosa,683,1637243,18950,49109000101,Manganeses de la Polvorosa,670,0270-3,-5.74671251,42.03527424,Mapa,717,MDT5
49110000000,1491103,49300,49,Zamora,Manzanal de Arriba,366,13016.2103,58764,49110000401,Manzanal de Arriba,66,0306-1,-6.44013238,41.99206356,Mapa,885,MDT5
49111000000,1491110,49306,49,Zamora,Manzanal del Barco,130,2640273,23430,49111000101,Manzanal del Barco,130,0368-2,-5.94632385,41.63497462,Mapa,698,MDT5
49112000000,1491125,49303,49,Zamora,Manzanal de los Infantes,127,6453.6349,39398,49112000401,Manzanal de los Infantes,22,0268-3,-6.38311145,42.05489743,Mapa,912,MDT5
49113000000,1491131,49309,49,Zamora,Matilla de Arzón,170,3024.9916,38165,49113000101,Matilla de Arzón,167,0270-2,-5.64214026,42.10617294,Mapa,737,MDT5
49114000000,1491146,49312,49,Zamora,Matilla la Seca,42,1213.2008,15641,49114000101,Matilla la Seca,42,0370-3,-5.50027559,41.57890408,Mapa,737,MDT5
49115000000,1491159,49315,49,Zamora,Mayalde,196,4370.7992,28677,49115000101,Mayalde,185,0425-3,-5.79771373,41.25097436,Mapa,874,MDT5
49116000000,1491162,49318,49,Zamora,Melgar de Tera,390,4090.7361,26670,49116000101,Melgar de Tera,194,0307-2,-6.01416339,41.96624021,Mapa,745,MDT5
49117000000,1491178,49321,49,Zamora,Micereces de Tera,479,3404345,29237,49117000301,Micereces de Tera,149,0307-2,-5.87207671,41.98906747,Mapa,719,MDT5
49118000000,1491184,49324,49,Zamora,Milles de la Polvorosa,223,1811.7802,21235,49118000101,Milles de la Polvorosa,223,0308-1,-5.73348613,41.92392118,Mapa,701,MDT5
49119000000,1491197,49327,49,Zamora,Molacillos,262,2367.9387,23879,49119000101,Molacillos,255,0369-4,-5.66013968,41.58269944,Mapa,638,MDT5
49120000000,1491201,49330,49,Zamora,Molezuelas de la Carballeda,70,3455.9804,22783,49120000101,Molezuelas de la Carballeda,70,0268-4,-6.18640927,42.08175891,Mapa,799,MDT5
49121000000,1491218,49333,49,Zamora,Mombuey,396,3911.2244,30116,49121000201,Mombuey,325,0268-4,-6.33017752,42.02332832,Mapa,890,MDT5
49122000000,1491223,49336,49,Zamora,Monfarracinos,981,2201.7652,20704,49122000101,Monfarracinos,822,0369-3,-5.7067961,41.55387064,Mapa,640,MDT5
49123000000,1491239,49339,49,Zamora,Montamarta,590,5681.3837,41207,49123000101,Montamarta,570,0369-1,-5.8054871,41.6483181,Mapa,689,MDT5
49124000000,1491244,49342,49,Zamora,Moral de Sayago,269,6704.2704,47877,49124000101,Moral de Sayago,170,0396-1,-6.10094349,41.47309575,Mapa,743,MDT5
49125000000,1491257,49348,49,Zamora,Moraleja del Vino,1716,1948757,25069,49125000101,Moraleja del Vino,1698,0397-2,-5.65652911,41.46236933,Mapa,683,MDT5
49126000000,1491260,49345,49,Zamora,Moraleja de Sayago,262,3369.9744,32837,49126000101,Moraleja de Sayago,249,0424-4,-6.00414421,41.16913311,Mapa,795,MDT5
49127000000,1491276,49360,49,Zamora,Morales del Vino,2950,2368.0385,25663,49127000101,Morales del Vino,2646,0397-1,-5.73092106,41.44621602,Mapa,697,MDT5
49128000000,1491282,49351,49,Zamora,Morales de Rey,582,2013.5985,21713,49128000101,Morales de Rey,492,0270-3,-5.78553757,42.06675765,Mapa,721,MDT5
49129000000,1491295,49354,49,Zamora,Morales de Toro,987,5344949,35843,49129000101,Morales de Toro,977,0370-4,-5.30864989,41.53652972,Mapa,705,MDT5
49130000000,1491309,49357,49,Zamora,Morales de Valverde,180,1800.7348,19719,49130000101,Morales de Valverde,122,0307-2,-5.88773391,41.94022491,Mapa,722,MDT5
49131000000,1491316,49363,49,Zamora,Moralina,276,2089.7608,21328,49131000101,Moralina,276,0396-1,-6.1361147,41.4901884,Mapa,758,MDT5
49132000000,1491321,49366,49,Zamora,Moreruela de los Infanzones,353,3125921,23254,49132000101,Moreruela de los Infanzones,349,0369-1,-5.70585074,41.63170606,Mapa,667,MDT5
49133000000,1491337,49369,49,Zamora,Moreruela de Tábara,323,6815.0248,52100,49133000101,Moreruela de Tábara,180,0339-2,-5.86935732,41.79929819,Mapa,692,MDT5
49134000000,1491342,49372,49,Zamora,Muelas de los Caballeros,189,7158.1291,62621,49134000301,Muelas de los Caballeros,132,0268-2,-6.33350205,42.12859102,Mapa,985,MDT5
49135000000,1491355,49375,49,Zamora,Muelas del Pan,665,7260.8344,47194,49135000201,Muelas del Pan,410,0368-4,-5.96816402,41.52228885,Mapa,772,MDT5
49136000000,1491368,49378,49,Zamora,Muga de Sayago,351,3642274,26889,49136000101,Muga de Sayago,349,0395-4,-6.19828354,41.38859932,Mapa,786,MDT5
49137000000,1491374,49381,49,Zamora,Navianos de Valverde,196,1411.7721,15893,49137000101,Navianos de Valverde,188,0308-1,-5.81859497,41.95338141,Mapa,706,MDT5
49138000000,1491380,49384,49,Zamora,Olmillos de Castro,235,7138986,39639,49138000301,Olmillos de Castro,67,0339-4,-5.96852785,41.73148504,Mapa,765,MDT5
49139000000,1491393,49387,49,Zamora,Otero de Bodas,175,4994.4919,37691,49139000101,Otero de Bodas,136,0307-1,-6.14946471,41.93747916,Mapa,835,MDT5
49141000000,1491414,49390,49,Zamora,Pajares de la Lampreana,351,2799203,26974,49141000101,Pajares de la Lampreana,351,0340-3,-5.69610773,41.71609672,Mapa,694,MDT5
49142000000,1491429,49396,49,Zamora,Palacios del Pan,266,3174.9923,27946,49142000201,Palacios del Pan,230,0368-2,-5.87822101,41.60180369,Mapa,717,MDT5
49143000000,1491435,49393,49,Zamora,Palacios de Sanabria,263,3701.1192,32570,49143000201,Palacios de Sanabria,145,0267-4,-6.53084294,42.05321998,Mapa,954,MDT5
49145000000,1491453,49399,49,Zamora,Pedralba de la Pradería,261,10510.8256,49861,49145000301,Pedralba de la Pradería,83,0267-3,-6.69321374,42.02417881,Mapa,990,MDT5
49146000000,1491466,49402,49,Zamora,El Pego,305,2680.8441,33477,49146000101,El Pego,305,0426-1,-5.46665747,41.33330318,Mapa,767,MDT5
49147000000,1491472,49405,49,Zamora,Peleagonzalo,240,1328.5835,24085,49147000101,Peleagonzalo,240,0398-1,-5.48245596,41.48157084,Mapa,651,MDT5
49148000000,1491488,49408,49,Zamora,Peleas de Abajo,288,1200882,18043,49148000101,Peleas de Abajo,288,0397-3,-5.68921385,41.39280107,Mapa,718,MDT5
49149000000,1491491,49411,49,Zamora,Peñausende,410,9502.1566,48143,49149000201,Peñausende,316,0424-2,-5.86729857,41.28663721,Mapa,869,MDT5
49150000000,1491504,49414,49,Zamora,Peque,141,3888.3739,25340,49150000101,Peque,137,0268-4,-6.27564417,42.07283723,Mapa,849,MDT5
49151000000,1491511,49417,49,Zamora,El Perdigón,710,5121.9269,41604,49151000101,El Perdigón,456,0397-3,-5.75454973,41.41340986,Mapa,732,MDT5
49152000000,1491526,49420,49,Zamora,Pereruela,559,16068.8661,83842,49152000601,Pereruela,262,0396-4,-5.87775426,41.41561526,Mapa,763,MDT5
49153000000,1491532,49423,49,Zamora,Perilla de Castro,171,3302.6021,30295,49153000201,Perilla de Castro,161,0339-4,-5.87664526,41.72544886,Mapa,724,MDT5
49154000000,1491547,49426,49,Zamora,Pías,135,4391.4056,34686,49154000201,Pías,21,0266-2,-6.99867682,42.08575068,Mapa,1063,MDT5
49155000000,1491550,49429,49,Zamora,Piedrahita de Castro,90,2096.7858,19760,49155000101,Piedrahita de Castro,88,0340-3,-5.72853649,41.67998214,Mapa,699,MDT5
49156000000,1491563,49432,49,Zamora,Pinilla de Toro,236,2435.7567,22079,49156000101,Pinilla de Toro,236,0370-1,-5.36531727,41.62769404,Mapa,761,MDT5
49157000000,1491579,49435,49,Zamora,Pino del Oro,213,2957.3338,22019,49157000101,Pino del Oro,204,0368-3,-6.12148814,41.57695622,Mapa,730,MDT5
49158000000,1491585,49438,49,Zamora,El Piñero,238,1970.6517,20359,49158000101,El Piñero,237,0397-4,-5.58886986,41.35367423,Mapa,744,MDT5
49159000000,1491598,49444,49,Zamora,Pobladura del Valle,300,1415.3562,23017,49159000101,Pobladura del Valle,249,0270-1,-5.7341938,42.10243916,Mapa,736,MDT5
49160000000,1491602,49441,49,Zamora,Pobladura de Valderaduey,39,1255.5084,15378,49160000101,Pobladura de Valderaduey,39,0340-4,-5.54251686,41.70001156,Mapa,665,MDT5
49162000000,1491624,49447,49,Zamora,Porto,179,20081.8336,93158,49162000101,Porto,178,0228-4,-6.8989376,42.16794754,Mapa,1211,MDT5
49163000000,1491630,49450,49,Zamora,Pozoantiguo,224,3731.5952,32342,49163000101,Pozoantiguo,224,0370-1,-5.43462482,41.59539941,Mapa,710,MDT5
49164000000,1491645,49453,49,Zamora,Pozuelo de Tábara,164,2539.3941,20962,49164000101,Pozuelo de Tábara,151,0339-2,-5.89640769,41.78529034,Mapa,701,MDT5
49165000000,1491658,49456,49,Zamora,Prado,57,1090034,14405,49165000101,Prado,57,0309-1,-5.41982778,41.92083291,Mapa,711,MDT5
49166000000,1491661,49459,49,Zamora,Puebla de Sanabria,1432,8139.4488,50907,49166000201,Puebla de Sanabria,1214,0267-4,-6.63439782,42.05495198,Mapa,941,MDT5
49167000000,1491677,49462,49,Zamora,Pueblica de Valverde,199,2574.2201,27684,49167000201,Pueblica de Valverde,133,0307-2,-5.90011231,41.91793924,Mapa,732,MDT5
49168000000,1491683,49468,49,Zamora,Quintanilla del Monte,105,2172.2314,19055,49168000101,Quintanilla del Monte,105,0309-4,-5.35099497,41.86890372,Mapa,692,MDT5
49169000000,1491696,49471,49,Zamora,Quintanilla del Olmo,33,1270739,17021,49169000101,Quintanilla del Olmo,33,0309-3,-5.4065755,41.90512619,Mapa,691,MDT5
49170000000,1491700,49465,49,Zamora,Quintanilla de Urz,105,1010.3875,14440,49170000101,Quintanilla de Urz,105,0270-3,-5.84992551,42.03365667,Mapa,725,MDT5
49171000000,1491717,49474,49,Zamora,Quiruelas de Vidriales,693,2799386,29365,49171000201,Quiruelas de Vidriales,393,0270-3,-5.82865399,42.01707287,Mapa,720,MDT5
49172000000,1491722,49477,49,Zamora,Rabanales,545,8003.6781,46926,49172000501,Rabanales,215,0338-4,-6.27738785,41.74272927,Mapa,835,MDT5
49173000000,1491738,49480,49,Zamora,Rábano de Aliste,389,5615.3118,39554,49173000101,Rábano de Aliste,86,0338-3,-6.43276886,41.7422556,Mapa,789,MDT5
49174000000,1491743,49483,49,Zamora,Requejo,139,4606.56,30365,49174000101,Requejo,134,0267-3,-6.74247744,42.03146283,Mapa,998,MDT5
49175000000,1491756,49486,49,Zamora,Revellinos,273,2763.8143,28296,49175000101,Revellinos,273,0308-4,-5.56898655,41.89057332,Mapa,695,MDT5
49176000000,1491769,49489,49,Zamora,Riofrío de Aliste,701,11169.5277,53856,49176000301,Riofrío de Aliste,237,0339-1,-6.17802233,41.81768972,Mapa,788,MDT5
49177000000,1491775,49492,49,Zamora,Rionegro del Puente,283,5344372,41472,49177000101,Rionegro del Puente,109,0268-4,-6.22670732,42.00583361,Mapa,796,MDT5
49178000000,1491781,49495,49,Zamora,Roales,889,1078.4087,18406,49178000101,Roales,849,0369-3,-5.77399801,41.55244797,Mapa,698,MDT5
49179000000,1491794,49498,49,Zamora,Robleda-Cervantes,443,3247.2263,33597,49179000401,Robleda,120,0267-4,-6.59373992,42.0836003,Mapa,1019,MDT5
49180000000,1491808,49501,49,Zamora,Roelos de Sayago,165,5499204,36930,49180000101,Roelos de Sayago,165,0424-1,-6.171852,41.25195648,Mapa,777,MDT5
49181000000,1491815,49504,49,Zamora,Rosinos de la Requejada,383,15478.0994,67125,49181000801,Rosinos de la Requejada,99,0267-2,-6.53609147,42.08935583,Mapa,1027,MDT5
49183000000,1491836,49510,49,Zamora,Salce,102,3486.4799,25951,49183000101,Salce,101,0423-2,-6.21857521,41.27020738,Mapa,740,MDT5
49184000000,1491841,49513,49,Zamora,Samir de los Caños,174,3657.8189,27334,49184000101,Samir de los Caños,172,0339-3,-6.16406886,41.67271268,Mapa,788,MDT5
49185000000,1491854,49516,49,Zamora,San Agustín del Pozo,196,1446.8682,17084,49185000101,San Agustín del Pozo,195,0308-4,-5.59388829,41.88641089,Mapa,692,MDT5
49186000000,1491867,49519,49,Zamora,San Cebrián de Castro,264,6614.9348,53600,49186000201,San Cebrián de Castro,154,0340-3,-5.75489111,41.70637074,Mapa,686,MDT5
49187000000,1491873,49522,49,Zamora,San Cristóbal de Entreviñas,1417,4252.6031,32435,49187000101,San Cristóbal de Entreviñas,1192,0270-4,-5.63394195,42.04692483,Mapa,714,MDT5
49188000000,1491889,49525,49,Zamora,San Esteban del Molar,128,2502695,24171,49188000101,San Esteban del Molar,109,0308-2,-5.55159844,41.93666548,Mapa,730,MDT5
49189000000,1491892,49528,49,Zamora,San Justo,230,7511.9749,42790,49189000601,San Justo,49,0267-2,-6.62391271,42.13353571,Mapa,1061,MDT5
49190000000,1491906,49531,49,Zamora,San Martín de Valderaduey,57,2393.8946,25247,49190000101,San Martín de Valderaduey,57,0341-1,-5.47176814,41.81368158,Mapa,679,MDT5
49191000000,1491913,49534,49,Zamora,San Miguel de la Ribera,295,2625.14,24513,49191000101,San Miguel de la Ribera,289,0425-2,-5.57597025,41.33270849,Mapa,767,MDT5
49192000000,1491928,49537,49,Zamora,San Miguel del Valle,139,1072.2593,18103,49192000101,San Miguel del Valle,139,0271-3,-5.49701966,42.02927439,Mapa,735,MDT5
49193000000,1491934,49540,49,Zamora,San Pedro de Ceque,484,4900.3582,32617,49193000101,San Pedro de Ceque,463,0269-3,-6.07270777,42.04379133,Mapa,757,MDT5
49194000000,1491949,49543,49,Zamora,San Pedro de la Nave-Almendra,351,2270687,23229,49194000101,Almendra,165,0368-2,-5.92154948,41.59147865,Mapa,712,MDT5
49197000000,1491971,49552,49,Zamora,Santa Clara de Avedillo,176,1681.2846,16822,49197000101,Santa Clara de Avedillo,172,0397-4,-5.67789797,41.33857644,Mapa,778,MDT5
49199000000,1491990,49555,49,Zamora,Santa Colomba de las Monjas,270,679.2858,13236,49199000101,Santa Colomba de las Monjas,265,0308-2,-5.68364397,41.95751803,Mapa,699,MDT5
49200000000,1492004,49558,49,Zamora,Santa Cristina de la Polvorosa,1087,3893.5714,34082,49200000101,Santa Cristina de la Polvorosa,1035,0308-1,-5.71444533,42.00092074,Mapa,707,MDT5
49201000000,1492011,49561,49,Zamora,Santa Croya de Tera,316,2116291,20000,49201000101,Santa Croya de Tera,315,0307-2,-5.97478799,41.98356792,Mapa,726,MDT5
49202000000,1492026,49564,49,Zamora,Santa Eufemia del Barco,187,5183.9695,34908,49202000301,Santa Eufemia del Barco,84,0339-4,-5.89953802,41.67849302,Mapa,709,MDT5
49203000000,1492032,49567,49,Zamora,Santa María de la Vega,328,1788.1745,18872,49203000101,Santa María de la Vega,305,0270-1,-5.80991413,42.08507443,Mapa,728,MDT5
49204000000,1492047,49570,49,Zamora,Santa María de Valverde,57,974.7059,14008,49204000101,Santa María de Valverde,57,0307-2,-5.93550725,41.93514008,Mapa,733,MDT5
49205000000,1492050,49573,49,Zamora,Santibáñez de Tera,393,1897.5234,29211,49205000101,Santibáñez de Tera,259,0307-2,-5.92455592,41.98576025,Mapa,725,MDT5
49206000000,1492063,49576,49,Zamora,Santibáñez de Vidriales,998,7588.0345,51237,49206000601,Santibáñez de Vidriales,523,0269-4,-6.01341221,42.078106,Mapa,742,MDT5
49207000000,1492079,49579,49,Zamora,Santovenia,273,3286.2304,27733,49207000101,Santovenia,271,0308-3,-5.70869351,41.87948085,Mapa,708,MDT5
49208000000,1492085,49546,49,Zamora,San Vicente de la Cabeza,403,5302.3937,34165,49208000401,San Vicente de la Cabeza,108,0338-2,-6.25311175,41.80438149,Mapa,758,MDT5
49209000000,1492098,49549,49,Zamora,San Vitero,534,6422.8686,39288,49209000401,San Vitero,246,0338-2,-6.34914836,41.77845089,Mapa,866,MDT5
49210000000,1492102,49582,49,Zamora,Sanzoles,524,2565.5598,25649,49210000101,Sanzoles,511,0397-2,-5.56747251,41.43260017,Mapa,711,MDT5
49214000000,1492145,49585,49,Zamora,Tábara,787,11268.4191,65523,49214000101,Tábara,766,0339-2,-5.95982812,41.82464792,Mapa,749,MDT5
49216000000,1492161,49588,49,Zamora,Tapioles,160,2764.0974,21940,49216000101,Tapioles,160,0309-3,-5.49573408,41.85729202,Mapa,686,MDT5
49219000000,1492196,49594,49,Zamora,Toro,8974,32479.0253,149335,49219000501,Toro,8511,0370-3,-5.39464249,41.51990968,Mapa,735,MDT5
49220000000,1492200,49597,49,Zamora,La Torre del Valle,152,1647.3911,19006,49220000201,La Torre del Valle,133,0270-1,-5.7243013,42.09029205,Mapa,723,MDT5
49221000000,1492217,49600,49,Zamora,Torregamones,286,3706.6804,28806,49221000101,Torregamones,274,0396-1,-6.18052208,41.48813414,Mapa,779,MDT5
49222000000,1492222,49603,49,Zamora,Torres del Carrizal,418,3034.8073,30949,49222000101,Torres del Carrizal,389,0369-2,-5.67064649,41.61640897,Mapa,645,MDT5
49223000000,1492238,49606,49,Zamora,Trabazos,913,9314.7639,59507,49223000401,Trabazos,412,0338-3,-6.49220744,41.74753158,Mapa,736,MDT5
49224000000,1492243,49609,49,Zamora,Trefacio,183,2548.4821,36930,49224000301,Trefacio,118,0267-2,-6.64972585,42.12258528,Mapa,970,MDT5
49225000000,1492256,49612,49,Zamora,Uña de Quintana,141,2977.7471,24588,49225000101,Uña de Quintana,141,0269-1,-6.14388293,42.08656089,Mapa,782,MDT5
49226000000,1492269,49615,49,Zamora,Vadillo de la Guareña,266,4416.1212,29148,49226000101,Vadillo de la Guareña,266,0426-2,-5.35252265,41.28300466,Mapa,710,MDT5
49227000000,1492275,49618,49,Zamora,Valcabado,370,1010.8942,14331,49227000101,Valcabado,352,0369-3,-5.7486511,41.54846402,Mapa,678,MDT5
49228000000,1492281,49621,49,Zamora,Valdefinjas,51,1630.0982,19718,49228000101,Valdefinjas,51,0398-1,-5.45321321,41.45247708,Mapa,723,MDT5
49229000000,1492294,49624,49,Zamora,Valdescorriel,140,2783.9869,31813,49229000101,Valdescorriel,138,0271-3,-5.51034025,42.02245452,Mapa,730,MDT5
49230000000,1492308,49627,49,Zamora,Vallesa de la Guareña,90,2801.2681,24622,49230000201,Vallesa de la Guareña,68,0453-2,-5.32698432,41.13536155,Mapa,761,MDT5
49231000000,1492315,49630,49,Zamora,Vega de Tera,360,4414.9471,38450,49231000401,Vega de Tera,64,0307-1,-6.12513981,41.99828958,Mapa,764,MDT5
49232000000,1492320,49633,49,Zamora,Vega de Villalobos,115,1017.7518,18449,49232000101,Vega de Villalobos,115,0309-1,-5.46336328,41.97101448,Mapa,733,MDT5
49233000000,1492336,49636,49,Zamora,Vegalatrave,98,1854.7373,17688,49233000101,Vegalatrave,98,0339-3,-6.10817476,41.70040781,Mapa,698,MDT5
49234000000,1492341,49639,49,Zamora,Venialbo,453,4205.1465,32930,49234000101,Venialbo,445,0397-4,-5.53909964,41.3893687,Mapa,698,MDT5
49235000000,1492354,49642,49,Zamora,Vezdemarbán,404,4788.7536,32285,49235000101,Vezdemarbán,404,0370-1,-5.36594728,41.65312417,Mapa,774,MDT5
49236000000,1492367,49645,49,Zamora,Vidayanes,94,1249051,15535,49236000101,Vidayanes,94,0308-4,-5.57433096,41.90959081,Mapa,704,MDT5
49237000000,1492373,49648,49,Zamora,Videmala,168,2586.7349,26125,49237000101,Videmala,124,0368-1,-6.04012569,41.61203813,Mapa,785,MDT5
49238000000,1492389,49651,49,Zamora,Villabrázaro,216,2327.3104,22164,49238000201,Villabrázaro,167,0270-3,-5.72817421,42.05372768,Mapa,724,MDT5
49239000000,1492392,49654,49,Zamora,Villabuena del Puente,715,2606.5621,26885,49239000101,Villabuena del Puente,715,0398-3,-5.40657548,41.3809597,Mapa,697,MDT5
49240000000,1492406,49657,49,Zamora,Villadepera,220,3010.6359,28743,49240000101,Villadepera,220,0368-3,-6.13143835,41.54861105,Mapa,738,MDT5
49241000000,1492413,49660,49,Zamora,Villaescusa,256,4309.2861,37785,49241000101,Villaescusa,255,0426-3,-5.46368757,41.20682328,Mapa,827,MDT5
49242000000,1492428,49663,49,Zamora,Villafáfila,493,7399.5141,44086,49242000201,Villafáfila,490,0308-4,-5.61465051,41.84879095,Mapa,685,MDT5
49243000000,1492434,49666,49,Zamora,Villaferrueña,112,2052.8054,25544,49243000101,Villaferrueña,111,0269-2,-5.85888572,42.09872293,Mapa,743,MDT5
49244000000,1492449,49669,49,Zamora,Villageriz,48,717681,11520,49244000101,Villageriz,48,0269-2,-5.95472072,42.11835639,Mapa,776,MDT5
49245000000,1492452,49672,49,Zamora,Villalazán,280,1504.3142,21860,49245000101,Villalazán,280,0397-2,-5.58895082,41.49417247,Mapa,659,MDT5
49246000000,1492465,49675,49,Zamora,Villalba de la Lampreana,242,2822.2167,23889,49246000101,Villalba de la Lampreana,242,0340-4,-5.64102697,41.74326887,Mapa,679,MDT5
49247000000,1492471,49678,49,Zamora,Villalcampo,455,6476.9044,37760,49247000301,Villalcampo,306,0368-3,-6.04658392,41.52304592,Mapa,778,MDT5
49248000000,1492487,49681,49,Zamora,Villalobos,255,4318.2355,28828,49248000101,Villalobos,255,0309-1,-5.47575565,41.9482333,Mapa,715,MDT5
49249000000,1492490,49684,49,Zamora,Villalonso,81,1489.8069,17722,49249000101,Villalonso,81,0370-2,-5.29757735,41.59619496,Mapa,722,MDT5
49250000000,1492503,49687,49,Zamora,Villalpando,1501,12692.2068,61915,49250000101,Villalpando,1490,0309-3,-5.41470347,41.86487923,Mapa,687,MDT5
49251000000,1492510,49690,49,Zamora,Villalube,164,3995.1655,33299,49251000101,Villalube,163,0369-2,-5.54509383,41.60989252,Mapa,730,MDT5
49252000000,1492525,49693,49,Zamora,Villamayor de Campos,310,2632.3302,35340,49252000101,Villamayor de Campos,310,0309-3,-5.36289217,41.89747836,Mapa,690,MDT5
49255000000,1492559,49696,49,Zamora,Villamor de los Escuderos,402,5577.4626,35326,49255000101,Villamor de los Escuderos,381,0425-2,-5.57462588,41.25303057,Mapa,835,MDT5
49256000000,1492562,49699,49,Zamora,Villanázar,299,1829044,23201,49256000301,Villanázar,83,0308-1,-5.78028741,41.97412837,Mapa,706,MDT5
49257000000,1492578,49702,49,Zamora,Villanueva de Azoague,340,1918.5606,22279,49257000201,Villanueva de Azoague,248,0308-2,-5.66514584,41.97686103,Mapa,699,MDT5
49258000000,1492584,49705,49,Zamora,Villanueva de Campeán,116,1203.9775,15436,49258000101,Villanueva de Campeán,100,0397-3,-5.76988778,41.35486072,Mapa,756,MDT5
49259000000,1492597,49708,49,Zamora,Villanueva de las Peras,83,1697.1476,19514,49259000101,Villanueva de las Peras,83,0307-2,-5.97995148,41.93642566,Mapa,755,MDT5
49260000000,1492601,49711,49,Zamora,Villanueva del Campo,874,4009.0071,41440,49260000101,Villanueva del Campo,874,0309-1,-5.40438827,41.9848737,Mapa,755,MDT5
49261000000,1492618,49720,49,Zamora,Villaralbo,1866,2204.5964,23189,49261000102,Villaralbo,1812,0397-2,-5.68275387,41.49148097,Mapa,639,MDT5
49262000000,1492623,49723,49,Zamora,Villardeciervos,429,8554.8887,43490,49262000301,Villardeciervos,386,0306-2,-6.28965438,41.94231767,Mapa,863,MDT5
49263000000,1492639,49714,49,Zamora,Villar de Fallaves,46,2092.0889,23405,49263000101,Villar de Fallaves,46,0309-2,-5.34039026,41.92495724,Mapa,695,MDT5
49264000000,1492644,49717,49,Zamora,Villar del Buey,606,13422.9096,77177,49264000301,Villar del Buey,239,0423-2,-6.18923215,41.32803605,Mapa,771,MDT5
49265000000,1492657,49726,49,Zamora,Villardiegua de la Ribera,134,2885.2956,23191,49265000101,Villardiegua de la Ribera,134,0368-3,-6.1820237,41.53635358,Mapa,756,MDT5
49266000000,1492660,49729,49,Zamora,Villárdiga,79,1692.0924,24085,49266000101,Villárdiga,79,0341-1,-5.46564297,41.81876659,Mapa,680,MDT5
49267000000,1492676,49732,49,Zamora,Villardondiego,95,2434.5997,24351,49267000101,Villardondiego,95,0370-3,-5.37843179,41.58441752,Mapa,733,MDT5
49268000000,1492682,49735,49,Zamora,Villarrín de Campos,411,5009.4216,36474,49268000101,Villarrín de Campos,411,0340-2,-5.63839706,41.79646413,Mapa,682,MDT5
49269000000,1492695,49738,49,Zamora,Villaseco del Pan,235,3455.5449,27241,49269000101,Villaseco del Pan,235,0396-2,-5.96450215,41.46834751,Mapa,749,MDT5
49270000000,1492709,49741,49,Zamora,Villavendimio,172,1562.1457,17182,49270000101,Villavendimio,172,0370-4,-5.34283447,41.57861905,Mapa,724,MDT5
49271000000,1492716,49747,49,Zamora,Villaveza del Agua,195,2631.9456,29356,49271000101,Villaveza del Agua,194,0308-2,-5.67900969,41.91890209,Mapa,700,MDT5
49272000000,1492721,49744,49,Zamora,Villaveza de Valverde,87,1236.6828,17499,49272000101,Villaveza de Valverde,86,0308-1,-5.84838263,41.944991,Mapa,708,MDT5
